,subj_idx,stimulus,response,rt,signal_strength,drug
45,Antonio,1,1,1.5171150947884229,weak,placebo
46,Antonio,1,0,0.853093483994606,weak,placebo
47,Antonio,1,1,0.9577566187262831,weak,placebo
48,Antonio,1,1,1.8065878387432797,weak,placebo
49,Antonio,1,1,1.4362976428081318,weak,placebo
50,Antonio,1,0,1.4676251998518397,weak,placebo
51,Antonio,1,1,1.3487678830182495,weak,placebo
52,Antonio,1,1,1.2282801017990117,weak,placebo
53,Antonio,1,0,0.8157951986693136,weak,placebo
54,Antonio,1,1,0.7229578135099751,weak,placebo
55,Antonio,1,1,0.9315260146572153,weak,placebo
56,Antonio,1,0,0.9405102429488591,weak,placebo
57,Antonio,1,0,0.6072754989176115,weak,placebo
58,Antonio,1,0,0.7005107265366664,weak,placebo
59,Antonio,1,0,1.0561500141519646,weak,placebo
60,Antonio,1,0,1.4248094806591916,weak,placebo
61,Antonio,1,0,0.5391531711313641,weak,placebo
62,Antonio,1,0,0.876489148816394,weak,placebo
63,Antonio,1,0,0.8533037457062146,weak,placebo
64,Antonio,1,1,1.329122626654633,weak,placebo
65,Antonio,1,0,0.6378924552901422,weak,placebo
66,Antonio,1,1,0.6241969389347009,weak,placebo
67,Antonio,1,0,1.7025834592860938,weak,placebo
68,Antonio,1,0,0.6044602882605593,weak,placebo
69,Antonio,1,1,0.9616567770165722,weak,placebo
70,Antonio,1,0,0.6333443921232977,weak,placebo
71,Antonio,1,0,1.5508449361982293,weak,placebo
72,Antonio,1,0,0.6615368551625114,weak,placebo
73,Antonio,1,1,0.548216079968181,weak,placebo
74,Antonio,1,1,1.5394598331751146,weak,placebo
75,Antonio,1,0,1.7144891501435708,weak,placebo
76,Antonio,1,0,0.6067567171400747,weak,placebo
77,Antonio,1,1,0.9765052844953677,weak,placebo
78,Antonio,1,1,0.7222926984520213,weak,placebo
79,Antonio,1,0,0.6445194455235965,weak,placebo
80,Antonio,1,0,0.8641366336839045,weak,placebo
81,Antonio,1,0,0.811879643574081,weak,placebo
82,Antonio,1,0,0.6574880184529172,weak,placebo
83,Antonio,1,0,0.6935136457765214,weak,placebo
84,Antonio,1,0,0.588224380644662,weak,placebo
85,Antonio,1,0,0.5590829840911663,weak,placebo
86,Antonio,1,0,0.5665607896226966,weak,placebo
87,Antonio,1,1,0.582228843538394,weak,placebo
88,Antonio,1,0,1.3785036902106107,weak,placebo
89,Antonio,1,1,0.8538874163497168,weak,placebo
90,Antonio,1,1,1.5629883607019603,weak,placebo
91,Antonio,1,0,0.7915977732783386,weak,placebo
92,Antonio,1,0,0.5554100271090985,weak,placebo
93,Antonio,1,0,1.0141774352165713,weak,placebo
94,Antonio,1,0,0.5957877106537589,weak,placebo
95,Antonio,1,0,0.9769111082030955,weak,placebo
96,Antonio,1,0,1.2724922935310083,weak,placebo
97,Antonio,1,1,0.7724415368909625,weak,placebo
98,Antonio,1,0,0.6253456289365292,weak,placebo
99,Antonio,1,1,0.607925446732647,weak,placebo
100,Antonio,1,1,1.2976104979211693,weak,placebo
101,Antonio,1,0,1.3040200964311968,weak,placebo
102,Antonio,1,0,1.006593222753906,weak,placebo
103,Antonio,1,0,1.0534597660540688,weak,placebo
104,Antonio,1,0,0.6321435454839683,weak,placebo
105,Antonio,1,0,0.9700915629468998,weak,placebo
106,Antonio,1,0,0.63857291963067,weak,placebo
107,Antonio,1,0,2.0230190211803336,weak,placebo
108,Antonio,1,0,0.7796657831701632,weak,placebo
109,Antonio,1,0,0.5934741381452076,weak,placebo
110,Antonio,1,0,1.0512131880272986,weak,placebo
111,Antonio,1,0,1.0974353811919677,weak,placebo
112,Antonio,1,1,1.3988636369084042,weak,placebo
113,Antonio,1,0,0.6254607020691327,weak,placebo
114,Antonio,1,0,0.7402253982976719,weak,placebo
115,Antonio,1,0,0.8012129631016172,weak,placebo
116,Antonio,1,1,1.0094635637213503,weak,placebo
117,Antonio,1,0,0.9391137691213176,weak,placebo
118,Antonio,1,0,0.5776571389346472,weak,placebo
119,Antonio,1,0,0.7334421704624958,weak,placebo
120,Antonio,1,0,0.5990936997506773,weak,placebo
121,Antonio,1,0,0.7866953773159308,weak,placebo
122,Antonio,1,0,0.631901707852455,weak,placebo
123,Antonio,1,0,0.7151915271935833,weak,placebo
124,Antonio,1,0,1.7398419906894607,weak,placebo
125,Antonio,1,0,0.8980599352725873,weak,placebo
126,Antonio,1,1,1.473576160732741,weak,placebo
127,Antonio,1,0,1.026072487153364,weak,placebo
128,Antonio,1,0,1.716545470785017,weak,placebo
129,Antonio,1,0,0.6889840383468846,weak,placebo
130,Antonio,1,0,0.8197699218333869,weak,placebo
131,Antonio,1,0,0.8925949780435938,weak,placebo
132,Antonio,1,0,0.8426876406449292,weak,placebo
133,Antonio,1,1,0.7183396705579073,weak,placebo
134,Antonio,1,0,0.5718565801617286,weak,placebo
135,Antonio,1,1,1.0103247938458508,weak,placebo
136,Antonio,1,1,1.2809708298596736,weak,placebo
137,Antonio,1,0,0.6165524524943152,weak,placebo
138,Antonio,1,0,0.7165484110660552,weak,placebo
139,Antonio,1,0,1.3928953667406367,weak,placebo
140,Antonio,1,0,1.125152458126678,weak,placebo
141,Antonio,1,1,0.798283052567744,weak,placebo
142,Antonio,1,0,0.5258392583604778,weak,placebo
143,Antonio,1,0,0.743468857715774,weak,placebo
144,Antonio,1,0,1.051935256090872,weak,placebo
145,Antonio,1,1,1.1417452100118515,weak,placebo
146,Antonio,1,0,0.8265425163519267,weak,placebo
147,Antonio,1,0,0.9881281878131103,weak,placebo
148,Antonio,1,0,0.7557339949468047,weak,placebo
149,Antonio,1,0,0.5563392641334778,weak,placebo
150,Antonio,1,0,1.3786173489773546,weak,placebo
151,Antonio,1,0,1.395301914966323,weak,placebo
152,Antonio,1,0,0.609440059060327,weak,placebo
153,Antonio,1,0,1.04160096018517,weak,placebo
154,Antonio,1,0,0.6287595122439646,weak,placebo
155,Antonio,1,0,1.8990745935204472,weak,placebo
156,Antonio,1,0,1.2375521442116073,weak,placebo
157,Antonio,1,0,1.139512365617007,weak,placebo
158,Antonio,1,0,1.4618489801484658,weak,placebo
159,Antonio,1,1,0.7618540794983532,weak,placebo
160,Antonio,1,0,1.0072607270871217,weak,placebo
161,Antonio,1,1,1.1731741625405128,weak,placebo
162,Antonio,1,1,1.2297499817899455,weak,placebo
163,Antonio,1,0,0.6984175863987928,weak,placebo
164,Antonio,1,0,0.8688564078627621,weak,placebo
165,Antonio,1,0,0.8822510658272161,weak,placebo
166,Antonio,1,0,2.338840463280074,weak,placebo
167,Antonio,1,0,0.7163613312219919,weak,placebo
168,Antonio,1,0,0.6698081854075949,weak,placebo
169,Antonio,1,0,1.2748572305618322,weak,placebo
170,Antonio,1,0,0.8320759388219033,weak,placebo
171,Antonio,1,0,0.6328601952107767,weak,placebo
172,Antonio,1,1,1.7616769839288207,weak,placebo
173,Antonio,1,0,0.6220363234397732,weak,placebo
174,Antonio,1,0,1.0043557778514651,weak,placebo
175,Antonio,1,1,0.6161700637720214,weak,placebo
176,Antonio,1,0,1.2247294110386906,weak,placebo
177,Antonio,1,1,1.437268284464913,weak,placebo
178,Antonio,1,0,1.3481115530835222,weak,placebo
179,Antonio,1,0,0.5624219685076853,weak,placebo
180,Antonio,1,1,0.9542295253730932,weak,placebo
181,Antonio,1,0,0.5830868672439573,weak,placebo
182,Antonio,1,0,0.5197490711234688,weak,placebo
183,Antonio,1,1,0.9078087948291336,weak,placebo
184,Antonio,1,1,1.0462183182201374,weak,placebo
185,Antonio,1,0,0.6478622287836087,weak,placebo
186,Antonio,1,0,0.660852192350188,weak,placebo
187,Antonio,1,0,1.138674785818836,weak,placebo
188,Antonio,1,0,0.799056970581003,weak,placebo
189,Antonio,1,0,0.5962788292961485,weak,placebo
190,Antonio,1,0,1.2029765101216734,weak,placebo
191,Antonio,1,0,0.7911422088886424,weak,placebo
192,Antonio,1,0,0.6717096126508175,weak,placebo
193,Antonio,1,0,0.587871488148683,weak,placebo
194,Antonio,1,0,0.7586654931469011,weak,placebo
195,Antonio,1,0,0.602830361151019,weak,placebo
196,Antonio,1,0,0.9050649479512171,weak,placebo
197,Antonio,1,0,0.9671743313886692,weak,placebo
198,Antonio,1,0,1.6209716321726866,weak,placebo
199,Antonio,1,0,0.6869012595432606,weak,placebo
200,Antonio,1,0,0.7382988852809291,weak,placebo
201,Antonio,1,1,1.6438968151485076,weak,placebo
202,Antonio,1,0,1.3244721868024278,weak,placebo
203,Antonio,1,0,0.8308943894167413,weak,placebo
204,Antonio,1,0,1.436243080211327,weak,placebo
205,Antonio,1,0,1.0168225043204864,weak,placebo
206,Antonio,1,0,0.9923794012191216,weak,placebo
207,Antonio,1,0,0.638214169061168,weak,placebo
208,Antonio,1,0,1.0492943203934466,weak,placebo
209,Antonio,1,0,1.3652039222093433,weak,placebo
210,Antonio,1,0,1.016345679954716,weak,placebo
211,Antonio,1,0,1.4123318063718746,weak,placebo
212,Antonio,1,0,0.7520230165010906,weak,placebo
213,Antonio,1,1,0.9464550820795891,weak,placebo
214,Antonio,1,0,0.9503550450868518,weak,placebo
215,Antonio,1,0,1.1544825079208592,weak,placebo
216,Antonio,1,0,0.8758458419296444,weak,placebo
217,Antonio,1,0,0.828258127893569,weak,placebo
218,Antonio,1,0,1.19534433793158,weak,placebo
219,Antonio,1,0,0.7986528925429668,weak,placebo
220,Antonio,1,1,0.9376427002060294,weak,placebo
221,Antonio,1,0,0.8812174418051106,weak,placebo
222,Antonio,1,0,0.645350387055273,weak,placebo
223,Antonio,1,1,1.205041957611402,weak,placebo
224,Antonio,1,0,2.164039768159255,weak,placebo
225,Antonio,1,0,0.7932041736811969,weak,placebo
226,Antonio,1,0,0.6526473818071612,weak,placebo
227,Antonio,1,1,0.6816771442044266,weak,placebo
228,Antonio,1,0,1.2377242850562231,weak,placebo
229,Antonio,1,0,0.6475338293975502,weak,placebo
230,Antonio,1,0,0.8117356302032182,weak,placebo
231,Antonio,1,0,0.7529582193728463,weak,placebo
232,Antonio,1,0,0.8372769763073106,weak,placebo
233,Antonio,1,0,0.5476179648142935,weak,placebo
234,Antonio,1,1,1.4790624243291268,weak,placebo
235,Antonio,1,0,0.53941641199851,weak,placebo
236,Antonio,1,0,0.6638440575848601,weak,placebo
237,Antonio,1,0,0.8823974943230629,weak,placebo
238,Antonio,1,0,1.2382985055259412,weak,placebo
239,Antonio,1,0,0.6478674126448302,weak,placebo
240,Antonio,1,1,1.734732814487498,weak,placebo
241,Antonio,1,0,0.673309138307109,weak,placebo
242,Antonio,1,0,0.6009450670200233,weak,placebo
243,Antonio,1,0,0.5498939862260548,weak,placebo
244,Antonio,1,1,0.8971936583696061,weak,placebo
245,Antonio,1,0,1.3121322913833258,weak,placebo
246,Antonio,1,1,0.7869131980863192,weak,placebo
247,Antonio,1,0,0.6919278369981512,weak,placebo
248,Antonio,1,0,1.3383247773853226,weak,placebo
249,Antonio,1,1,1.45437997964697,weak,placebo
250,Antonio,1,1,1.1726996847935016,weak,placebo
251,Antonio,1,0,1.11781111161172,weak,placebo
252,Antonio,1,0,0.8716013274741707,weak,placebo
253,Antonio,1,0,0.5430070167137315,weak,placebo
254,Antonio,1,0,0.5351293909958945,weak,placebo
255,Antonio,1,1,1.1006473334887161,weak,placebo
256,Antonio,1,0,0.8389388873051173,weak,placebo
257,Antonio,1,0,0.6263519992905188,weak,placebo
258,Antonio,1,0,0.7657910323821764,weak,placebo
259,Antonio,1,0,1.078334666568988,weak,placebo
260,Antonio,1,0,1.0498552304521185,weak,placebo
261,Antonio,1,1,0.7180991126536027,weak,placebo
262,Antonio,1,0,0.6560547056337092,weak,placebo
263,Antonio,1,1,1.142273485313449,weak,placebo
264,Antonio,1,0,0.6396964885842201,weak,placebo
265,Antonio,1,0,0.8489648881936191,weak,placebo
266,Antonio,1,1,2.1682652094293586,weak,placebo
267,Antonio,1,1,1.4697333719793746,weak,placebo
268,Antonio,1,0,0.8059236016075787,weak,placebo
269,Antonio,1,0,0.5660514639895051,weak,placebo
270,Antonio,1,0,1.288656393676292,weak,placebo
271,Antonio,1,0,0.7377035559249516,weak,placebo
272,Antonio,1,0,1.897014206202278,weak,placebo
273,Antonio,1,0,0.8384490562751559,weak,placebo
274,Antonio,1,0,1.0870762848861895,weak,placebo
275,Antonio,1,0,1.1347563701072056,weak,placebo
276,Antonio,1,0,0.5633882660796203,weak,placebo
277,Antonio,1,0,0.5906145146577347,weak,placebo
278,Antonio,1,0,0.9628983409613536,weak,placebo
279,Antonio,1,0,0.5731295312043985,weak,placebo
280,Antonio,1,1,1.0607747037519157,weak,placebo
281,Antonio,1,0,0.5647534290428184,weak,placebo
282,Antonio,1,0,1.306997548756104,weak,placebo
283,Antonio,1,0,0.781171640564311,weak,placebo
284,Antonio,1,0,0.6152414089649673,weak,placebo
285,Antonio,1,0,0.5839855786455961,weak,placebo
286,Antonio,1,0,0.6547298118282268,weak,placebo
287,Antonio,1,0,1.117845273934563,weak,placebo
288,Antonio,1,0,1.3555028931276416,weak,placebo
289,Antonio,1,0,0.8275783066758884,weak,placebo
290,Antonio,1,0,0.9304574095896373,weak,placebo
291,Antonio,1,1,0.6879611379292959,weak,placebo
292,Antonio,1,0,0.7785003495144137,weak,placebo
293,Antonio,1,0,0.9013552768226316,weak,placebo
294,Antonio,1,0,0.7136101472653432,weak,placebo
295,Antonio,1,1,2.2475293096644187,weak,placebo
296,Antonio,1,1,0.6807350640378427,weak,placebo
297,Antonio,1,0,0.7715328786450781,weak,placebo
298,Antonio,1,0,1.2144711885186834,weak,placebo
299,Antonio,1,0,1.1875689448929174,weak,placebo
300,Antonio,1,0,1.0828050068312438,weak,placebo
301,Antonio,1,1,0.9078463525860142,weak,placebo
302,Antonio,1,0,1.3304081182560998,weak,placebo
303,Antonio,1,0,0.7318652651390143,weak,placebo
304,Antonio,1,0,0.8386788944153858,weak,placebo
305,Antonio,1,0,0.5242004591265086,weak,placebo
306,Antonio,1,1,0.9392450750391459,weak,placebo
307,Antonio,1,0,1.1635581797871009,weak,placebo
308,Antonio,1,0,0.6218677336140568,weak,placebo
309,Antonio,1,0,0.5807042024401642,weak,placebo
310,Antonio,1,0,0.6183616871795361,weak,placebo
311,Antonio,1,0,0.57693166067983,weak,placebo
312,Antonio,1,1,0.8779599177899725,weak,placebo
313,Antonio,1,0,0.7746790907391273,weak,placebo
314,Antonio,1,0,0.6758116504724163,weak,placebo
315,Antonio,1,0,0.588999098796749,weak,placebo
316,Antonio,1,0,0.8576313707231994,weak,placebo
317,Antonio,1,0,1.138287752568209,weak,placebo
318,Antonio,1,0,1.1645581854495182,weak,placebo
319,Antonio,1,0,0.9878358299146562,weak,placebo
320,Antonio,1,0,0.6525625258752866,weak,placebo
321,Antonio,1,0,0.5917955134039801,weak,placebo
322,Antonio,1,1,0.7201030359986293,weak,placebo
323,Antonio,1,0,0.7146280016242068,weak,placebo
324,Antonio,1,0,0.7530973810003074,weak,placebo
325,Antonio,1,0,0.8657476314583467,weak,placebo
326,Antonio,1,0,1.9484812005882088,weak,placebo
327,Antonio,1,1,1.2246754879004804,weak,placebo
328,Antonio,1,1,1.1367535548688745,weak,placebo
329,Antonio,1,1,2.594088754489583,weak,placebo
330,Antonio,1,0,0.5556555216708923,weak,placebo
331,Antonio,1,0,0.7595067283213979,weak,placebo
332,Antonio,1,0,0.5089207769167026,weak,placebo
333,Antonio,1,1,1.5189047736334869,weak,placebo
334,Antonio,1,0,1.049331015303819,weak,placebo
335,Antonio,1,0,1.567250511541777,weak,placebo
336,Antonio,1,0,0.8666980614067954,weak,placebo
337,Antonio,1,0,0.6863205174918775,weak,placebo
338,Antonio,1,0,0.6239692923198116,weak,placebo
339,Antonio,1,0,0.5706816653646383,weak,placebo
340,Antonio,1,0,0.8779586775083332,weak,placebo
341,Antonio,1,1,1.5618601212395604,weak,placebo
342,Antonio,1,1,1.1190270231171815,weak,placebo
343,Antonio,1,1,1.5655351401895938,weak,placebo
344,Antonio,1,0,0.6394305940339575,weak,placebo
345,Antonio,1,0,0.780478530788195,weak,placebo
346,Antonio,1,1,1.167319115722952,weak,placebo
347,Antonio,1,0,0.8738133392698119,weak,placebo
348,Antonio,1,1,0.8312794576023246,weak,placebo
349,Antonio,1,0,1.5507212548985452,weak,placebo
350,Antonio,1,0,0.9617410354691396,weak,placebo
351,Antonio,1,0,1.448888427686601,weak,placebo
352,Antonio,1,0,2.116360660574088,weak,placebo
353,Antonio,1,0,0.7688736304436739,weak,placebo
354,Antonio,1,0,0.6579998029327934,weak,placebo
355,Antonio,1,0,1.623702769679022,weak,placebo
356,Antonio,1,0,0.626230152017164,weak,placebo
357,Antonio,1,0,1.1961738616110114,weak,placebo
358,Antonio,1,0,0.7588484970974944,weak,placebo
359,Antonio,1,0,0.8248198509915896,weak,placebo
360,Antonio,1,1,1.1395674364065176,weak,placebo
361,Antonio,1,0,0.6502200632071794,weak,placebo
362,Antonio,1,0,1.3488014919097417,weak,placebo
363,Antonio,1,0,0.6209325955223748,weak,placebo
364,Antonio,1,0,1.1107466014269947,weak,placebo
365,Antonio,1,1,0.7098894673747324,weak,placebo
366,Antonio,1,1,0.7624606220640271,weak,placebo
367,Antonio,1,1,0.8454328108750537,weak,placebo
368,Antonio,1,0,1.1264112605044412,weak,placebo
369,Antonio,1,1,1.1223813842333086,weak,placebo
370,Antonio,1,1,1.0560063046663615,weak,placebo
371,Antonio,1,0,0.5790372318133468,weak,placebo
372,Antonio,1,0,0.7890813396399131,weak,placebo
373,Antonio,1,0,0.5685378807331497,weak,placebo
374,Antonio,1,0,0.5729097164326115,weak,placebo
375,Antonio,1,1,0.7788390065227785,weak,placebo
376,Antonio,1,1,1.4863685011650314,weak,placebo
377,Antonio,1,0,0.7679066127759033,weak,placebo
378,Antonio,1,1,0.7122458308409367,weak,placebo
379,Antonio,1,0,0.7014831697321218,weak,placebo
380,Antonio,1,0,1.8263211715849925,weak,placebo
381,Antonio,1,0,2.227067559783147,weak,placebo
382,Antonio,1,0,0.5517020625355413,weak,placebo
383,Antonio,1,1,1.8673483730429543,weak,placebo
384,Antonio,1,1,0.6759172492602465,weak,placebo
385,Antonio,1,1,0.7368060252745713,weak,placebo
386,Antonio,1,1,1.9597121433313323,weak,placebo
387,Antonio,1,1,0.6200458253043288,weak,placebo
388,Antonio,1,1,1.077273914979909,weak,placebo
389,Antonio,1,1,1.6453181728007837,weak,placebo
390,Antonio,1,0,1.2236910357655906,weak,placebo
391,Antonio,1,1,1.0052967657276564,weak,placebo
392,Antonio,1,0,0.572829078194163,weak,placebo
393,Antonio,1,0,0.9012115063481305,weak,placebo
394,Antonio,1,0,0.5667323254851764,weak,placebo
395,Antonio,1,0,0.6090773967905011,weak,placebo
396,Antonio,1,1,1.9496033110388729,weak,placebo
397,Antonio,1,1,1.4592765661907787,weak,placebo
398,Antonio,1,1,0.5659538335780724,weak,placebo
399,Antonio,1,0,0.7500628519190113,weak,placebo
400,Antonio,1,0,1.4856381653139517,weak,placebo
401,Antonio,1,1,0.7832250340928529,weak,placebo
402,Antonio,1,0,0.5223510171627338,weak,placebo
403,Antonio,1,1,0.6728375695743016,weak,placebo
404,Antonio,1,0,0.9643923681336786,weak,placebo
405,Antonio,1,0,0.6595672429714465,weak,placebo
406,Antonio,1,0,0.7381519254591729,weak,placebo
407,Antonio,1,0,0.7146234624690344,weak,placebo
408,Antonio,1,0,0.5336817574676136,weak,placebo
409,Antonio,1,0,0.8218417772079863,weak,placebo
410,Antonio,1,1,1.5090638089169177,weak,placebo
411,Antonio,1,0,0.7856827121909168,weak,placebo
412,Antonio,1,0,0.5365315597607636,weak,placebo
413,Antonio,1,1,0.7565303095910645,weak,placebo
414,Antonio,1,0,0.9351690013838105,weak,placebo
415,Antonio,1,0,0.8336955668533168,weak,placebo
416,Antonio,1,1,0.947011563007438,weak,placebo
417,Antonio,1,0,0.6162852607579593,weak,placebo
418,Antonio,1,0,1.473472616170604,weak,placebo
419,Antonio,1,0,0.5649365486260302,weak,placebo
420,Antonio,1,1,1.4459246064649232,weak,placebo
421,Antonio,1,1,1.598671355952746,weak,placebo
422,Antonio,1,0,0.960555583211365,weak,placebo
423,Antonio,1,1,0.7060636555313944,weak,placebo
424,Antonio,1,0,0.6150385864023068,weak,placebo
425,Antonio,1,1,0.7553079030097847,weak,placebo
426,Antonio,1,1,0.8160284408141266,weak,placebo
427,Antonio,1,1,0.8758277291218473,weak,placebo
428,Antonio,1,0,0.6446239867849779,weak,placebo
429,Antonio,1,0,0.6939080556250322,weak,placebo
430,Antonio,1,1,1.029600645358507,weak,placebo
431,Antonio,1,1,0.8212524995573641,weak,placebo
432,Antonio,1,0,2.076386132479415,weak,placebo
433,Antonio,1,0,0.6157277080138372,weak,placebo
434,Antonio,1,1,0.9706762903076911,weak,placebo
435,Antonio,1,1,0.9658297943428736,weak,placebo
436,Antonio,1,0,0.6510471721109066,weak,placebo
437,Antonio,1,0,0.5609221677411411,weak,placebo
438,Antonio,1,0,0.5502998543448891,weak,placebo
439,Antonio,1,1,0.7214254585437448,weak,placebo
440,Antonio,1,0,0.7735954188582232,weak,placebo
441,Antonio,1,0,1.614622303572097,weak,placebo
442,Antonio,1,0,1.1049037774133237,weak,placebo
443,Antonio,1,1,1.7360913248098382,weak,placebo
444,Antonio,1,1,0.5427945935013485,weak,placebo
445,Antonio,1,0,1.0292382252451233,weak,placebo
446,Antonio,1,0,0.7228372499698215,weak,placebo
447,Antonio,1,0,0.6874786516574163,weak,placebo
448,Antonio,1,0,0.750929075059457,weak,placebo
449,Antonio,1,0,0.9564566699044698,weak,placebo
450,Antonio,1,0,0.5373125759329671,weak,placebo
451,Antonio,1,0,0.8081546676106642,weak,placebo
452,Antonio,1,0,1.1468008953786017,weak,placebo
453,Antonio,1,0,0.8603688199339841,weak,placebo
454,Antonio,1,0,0.6204075578623192,weak,placebo
455,Antonio,1,1,1.0177016278943087,weak,placebo
456,Antonio,1,0,0.5713224892913551,weak,placebo
457,Antonio,1,0,0.5909844385367059,weak,placebo
458,Antonio,1,0,0.534802925845214,weak,placebo
459,Antonio,1,1,0.755812488307459,weak,placebo
460,Antonio,1,0,0.50962683565312,weak,placebo
461,Antonio,1,0,0.7080645447061944,weak,placebo
462,Antonio,1,0,0.7691406608018602,weak,placebo
463,Antonio,1,0,0.5843253439855411,weak,placebo
464,Antonio,1,0,0.8833150163930148,weak,placebo
465,Antonio,1,0,0.5498761254443554,weak,placebo
466,Antonio,1,1,1.2176520244108444,weak,placebo
467,Antonio,1,0,1.1820851506306715,weak,placebo
468,Antonio,1,0,0.6515798573221194,weak,placebo
469,Antonio,1,0,1.3792953086135906,weak,placebo
470,Antonio,1,0,0.6381557289290504,weak,placebo
471,Antonio,1,0,2.687272939875913,weak,placebo
472,Antonio,1,1,1.072230848629518,weak,placebo
473,Antonio,1,0,0.6607521030494083,weak,placebo
474,Antonio,1,1,1.3112706015317783,weak,placebo
475,Antonio,1,0,0.8465430232017557,weak,placebo
476,Antonio,1,0,1.109089506995966,weak,placebo
477,Antonio,1,0,0.6993695527849993,weak,placebo
478,Antonio,1,1,1.4876902709260698,weak,placebo
479,Antonio,1,1,0.8049729335660954,weak,placebo
480,Antonio,1,1,0.6251844152308215,weak,placebo
481,Antonio,1,0,0.5972522786824015,weak,placebo
482,Antonio,1,0,0.7152918488480902,weak,placebo
483,Antonio,1,1,0.8264686884524017,weak,placebo
484,Antonio,1,0,0.6174553152431688,weak,placebo
485,Antonio,1,0,0.509709850764763,weak,placebo
486,Antonio,1,0,1.2209661636278044,weak,placebo
487,Antonio,1,1,0.7466565670125218,weak,placebo
488,Antonio,1,1,0.8152642972344271,weak,placebo
489,Antonio,1,1,1.3674460071896006,weak,placebo
490,Antonio,1,0,0.6199455696077358,weak,placebo
491,Antonio,1,0,0.8155001789378389,weak,placebo
492,Antonio,1,1,0.9649109455279293,weak,placebo
493,Antonio,1,0,0.7459840831346229,weak,placebo
494,Antonio,1,1,1.656337936255437,weak,placebo
495,Antonio,1,1,0.6376966361701439,weak,placebo
496,Antonio,1,0,2.3133260696083378,weak,placebo
497,Antonio,1,0,0.5719668984728148,weak,placebo
498,Antonio,1,1,0.8237663623464482,weak,placebo
499,Antonio,1,0,0.7847967216631258,weak,placebo
500,Antonio,1,0,1.0987182154520598,weak,placebo
501,Antonio,1,1,0.7422676373602862,weak,placebo
502,Antonio,1,0,0.6042840100047143,weak,placebo
503,Antonio,1,0,0.5419552428296133,weak,placebo
504,Antonio,1,1,1.073069232377755,weak,placebo
505,Antonio,1,0,0.5641999691586546,weak,placebo
506,Antonio,1,0,0.7873679064029669,weak,placebo
507,Antonio,1,1,2.3964942459354006,weak,placebo
508,Antonio,1,0,0.6786100225206417,weak,placebo
509,Antonio,1,0,0.9331052731566039,weak,placebo
510,Antonio,1,1,0.8766153191920436,weak,placebo
511,Antonio,1,0,0.5538104246649542,weak,placebo
512,Antonio,1,1,0.8732328920534973,weak,placebo
513,Antonio,1,0,1.1601294678915255,weak,placebo
514,Antonio,1,0,0.7290867575657833,weak,placebo
515,Antonio,1,0,0.5601416677577229,weak,placebo
516,Antonio,1,0,0.8941402538565023,weak,placebo
517,Antonio,1,0,0.8059349502663892,weak,placebo
518,Antonio,1,0,0.5328406481586052,weak,placebo
